actual,predicted
Tanker,Tanker
Tanker,Tanker
Tug,Tug
Cargo,Tanker
Tug,Cargo
Special Craft,Special Craft
Tug,Cargo
Tanker,Tanker
Tanker,Tanker
Tug,Tug
Special Craft,Special Craft
Cargo,Tanker
Special Craft,Special Craft
Tug,Tug
Tug,Tug
Cargo,Tanker
Special Craft,Special Craft
Tug,Tug
Tanker,Tanker
Tanker,Tanker
Tug,Tug
Tug,Tug
Special Craft,Special Craft
Tug,Tanker
Tug,Tug
Cargo,Tanker
Special Craft,Special Craft
Tug,Tug
Cargo,Tanker
Tug,Tanker
Cargo,Tanker
Tanker,Tanker
Tanker,Tanker
Tug,Tug
Tug,Tug
Tug,Tug
Tanker,Tanker
Tanker,Tanker
Tug,Tug
Tug,Tug
Tanker,Tanker
Tug,Tug
Tug,Tug
Tug,Tug
Tug,Tug
Special Craft,Special Craft
Tanker,Tanker
Tug,Tanker
Cargo,Tanker
Tanker,Tanker
Tanker,Tanker
Tug,Tug
Tug,Tug
Tanker,Tanker
Cargo,Tanker
Special Craft,Special Craft
Tug,Tug
Cargo,Tanker
Tug,Tug
Tanker,Tanker
Tug,Tug
Tanker,Tanker
Tanker,Tanker
Tanker,Tanker
Special Craft,Special Craft
Tanker,Tanker
Tug,Tug
Tanker,Tanker
Tug,Tanker
Tanker,Tanker
Tug,Tug
Tanker,Tanker
Tug,Tanker
Tanker,Tanker
Tug,Tug
Tug,Tug
Tug,Tanker
Tanker,Tanker
Tug,Tug
Tug,Tug
Tanker,Tanker
Tug,Tanker
Tanker,Cargo
Tanker,Tanker
Tug,Tug
Tanker,Cargo
Special Craft,Special Craft
Cargo,Tanker
Tug,Tug
Tug,Tug
Tanker,Tanker
Tanker,Cargo
Special Craft,Special Craft
Tanker,Tanker
Tanker,Tanker
Tug,Tug
Special Craft,Special Craft
Special Craft,Special Craft
Tug,Tanker
Tug,Tug
Tanker,Tanker
Tug,Tanker
Special Craft,Special Craft
Cargo,Cargo
Tug,Tug
Tanker,Tanker
Tug,Special Craft
Tug,Tug
Special Craft,Special Craft
Tug,Tanker
Tug,Special Craft
Tug,Special Craft
Tanker,Cargo
Tug,Tug
Cargo,Cargo
Tug,Tanker
Tug,Special Craft
Tug,Tug
Special Craft,Special Craft
Tug,Tanker
Tug,Tug
Cargo,Cargo
Tanker,Tanker
Cargo,Cargo
Tug,Tanker
Tug,Tanker
Cargo,Tanker
Tug,Tug
Tug,Tanker
Tanker,Cargo
Tug,Tanker
Tug,Tug
Tug,Tug
Tanker,Tanker
Special Craft,Special Craft
Tug,Tug
Special Craft,Special Craft
Tug,Tanker
Special Craft,Special Craft
Tanker,Cargo
Special Craft,Special Craft
Tug,Tug
Tanker,Cargo
Special Craft,Special Craft
Special Craft,Special Craft
Tanker,Cargo
Tanker,Tanker
Tug,Tug
Tug,Tug
Tanker,Cargo
Special Craft,Special Craft
Tug,Tug
Tug,Tug
Tug,Special Craft
Tug,Tug
Tug,Tug
Tug,Tug
Tug,Tug
Tug,Tanker
Special Craft,Special Craft
Tug,Tug
Tug,Special Craft
Tug,Tanker
Special Craft,Special Craft
Special Craft,Special Craft
Special Craft,Special Craft
Tug,Tug
Special Craft,Special Craft
Tug,Tug
Tug,Tanker
Tug,Tug
Tug,Tug
Tug,Tug
Tug,Tug
Tug,Tug
Tanker,Cargo
Cargo,Tanker
Tug,Tug
Tug,Tug
Tug,Tanker
Tug,Tug
Special Craft,Special Craft
Tug,Tug
Tug,Tug
Tug,Tanker
Special Craft,Special Craft
Tug,Tug
Tug,Tanker
Special Craft,Special Craft
Cargo,Tanker
Special Craft,Special Craft
Tug,Tanker
Tug,Tug
Tug,Tug
Tug,Tug
Tug,Tanker
Tug,Tug
Special Craft,Special Craft
Special Craft,Special Craft
Cargo,Tanker
Tug,Tug
Special Craft,Special Craft
Tug,Tug
Cargo,Tanker
Cargo,Tanker
Cargo,Tanker
Cargo,Tanker
Special Craft,Special Craft
Cargo,Tanker
Cargo,Tanker
Special Craft,Special Craft
Tug,Tug
Tug,Tanker
Cargo,Tanker
Tug,Tug
Special Craft,Special Craft
Tug,Tanker
Tug,Tug
Cargo,Tanker
Cargo,Tanker
Tug,Tug
Cargo,Tanker
Tug,Special Craft
Tug,Tug
Tug,Tug
Tug,Tug
Special Craft,Special Craft
Tug,Tug
Cargo,Tanker
Tug,Tug
Cargo,Tanker
Special Craft,Special Craft
Tug,Tug
Tug,Tanker
Tug,Tug
Tug,Tug
Cargo,Tanker
Cargo,Cargo
Cargo,Cargo
Cargo,Cargo
unknown,Sailing Vessel
Special Craft,Special Craft
Special Craft,Special Craft
Tug,Tanker
Tanker,Cargo
Tug,Tug
Tug,Special Craft
Tug,Tanker
Tug,Special Craft
Special Craft,Special Craft
Tug,Tug
Tug,Tug
Tug,Tug
Cargo,Cargo
Tug,Tug
Tug,Tug
Tug,Tug
Tug,Tanker
Tug,Tug
Tug,Tug
Tug,Tanker
Tug,Tanker
Cargo,Cargo
Tug,Tanker
Tug,Tug
Tug,Tug
Cargo,Cargo
Tug,Tanker
Special Craft,Special Craft
Tug,Tug
Cargo,Tanker
Tug,Tanker
Special Craft,Special Craft
Tug,Tug
Cargo,Cargo
Cargo,Tanker
Tanker,Cargo
Tug,Tug
Cargo,Cargo
Tug,Tug
Tug,Tanker
Tanker,Tanker
Cargo,Tanker
Tug,Tug
Cargo,Tanker
Cargo,Tanker
Tug,Tug
Tanker,Tanker
Tug,Tanker
Tug,Tug
Tanker,Tanker
Tanker,Cargo
Special Craft,Special Craft
Tug,Tug
Cargo,Tanker
Tug,Tug
Cargo,Cargo
Tanker,Tanker
Tanker,Cargo
Cargo,Cargo
Tug,Tug
Cargo,Cargo
Tanker,Tanker
Tug,Tug
Tug,Tug
Tug,Tanker
Cargo,Cargo
Tug,Tug
Tanker,Cargo
Tug,Tug
Tanker,Tanker
Tug,Tug
Cargo,Tanker
Tug,Tanker
Cargo,Cargo
Cargo,Tanker
Tanker,Tanker
Cargo,Cargo
Tug,Tug
Tanker,Cargo
Tanker,Tanker
Cargo,Cargo
Cargo,Tanker
Tug,Tug
Cargo,Cargo
Tug,Tanker
Tanker,Tanker
Tanker,Tanker
Tanker,Tanker
Tug,Tug
Tanker,Cargo
Cargo,Tanker
Cargo,Cargo
Tanker,Cargo
Tug,Tanker
Cargo,Cargo
Tanker,Tanker
Cargo,Tanker
Tug,Tug
Tug,Tug
Tanker,Tanker
Cargo,Cargo
Tug,Tug
Cargo,Cargo
Tanker,Tanker
Cargo,Tanker
Tug,Tug
Tug,Tug
Tug,Tanker
Tanker,Tanker
Cargo,Tanker
Cargo,Tanker
Tug,Tug
Tug,Tanker
Cargo,Tanker
Tug,Tug
Cargo,Cargo
Tug,Tanker
Tanker,Tanker
Tug,Tanker
Tug,Tug
Tug,Tug
Tug,Tug
Tanker,Tanker
Passenger,Passenger
Tug,Tug
Tug,Tug
Tug,Tug
Tug,Tug
Passenger,Passenger
Tug,Tug
Special Craft,Special Craft
Cargo,Tanker
Cargo,Cargo
Tug,Tanker
Tug,Tug
Tug,Tug
Cargo,Cargo
Tanker,Tanker
Special Craft,Special Craft
Special Craft,Special Craft
Tug,Tug
Passenger,Passenger
Cargo,Cargo
Cargo,Cargo
Tanker,Tanker
Tug,Tanker
Tug,Tug
Tug,Tug
Tug,Tanker
Tanker,Tanker
Cargo,Cargo
Cargo,Cargo
Passenger,Passenger
Cargo,Cargo
Tug,Tug
Tug,Tanker
Tug,Tug
Cargo,Cargo
Special Craft,Special Craft
Tanker,Tanker
Tug,Tug
Special Craft,Special Craft
Cargo,Cargo
Tanker,Tanker
Tug,Tug
Tanker,Cargo
Tug,Tanker
Tanker,Tanker
Tug,Special Craft
Tug,Tug
Tanker,Cargo
Tug,Tanker
Tug,Special Craft
Tanker,Cargo
Cargo,Cargo
Special Craft,Special Craft
Cargo,Tanker
Tug,Tug
Cargo,Tanker
Tug,Tug
Cargo,Tanker
Tug,Tug
Tug,Tug
Tug,Tug
Tug,Tug
Cargo,Tanker
Cargo,Tanker
Tug,Tanker
Tug,Tug
Tug,Tug
Tug,Tug
Passenger,Passenger
Tug,Tug
Tug,Tanker
Tug,Tug
Passenger,Passenger
Cargo,Tanker
Tug,Tanker
Special Craft,Special Craft
Tug,Special Craft
Tug,Tug
Passenger,Passenger
Special Craft,Special Craft
Special Craft,Special Craft
Tug,Tug
Tug,Tanker
Tug,Tug
Tug,Tanker
Passenger,Cargo
Tug,Tanker
Cargo,Tanker
Tug,Tanker
Cargo,Tanker
Tug,Tanker
Tug,Tug
Cargo,Tanker
Tug,Tug
Tug,Special Craft
Cargo,Tanker
Tug,Tug
Tug,Tug
Tug,Tug
Tug,Tug
Tug,Special Craft
Tug,Tug
Cargo,Cargo
Tug,Tug
Tug,Tug
Cargo,Cargo
Special Craft,Special Craft
Cargo,Cargo
Special Craft,Special Craft
Tug,Tug
Cargo,Cargo
Cargo,Cargo
Special Craft,Special Craft
Cargo,Tanker
Cargo,Tanker
Cargo,Cargo
Tug,Tanker
Tug,Tug
Cargo,Cargo
Cargo,Cargo
Special Craft,Special Craft
Tug,Tanker
Tug,Tug
Tug,Tug
Tug,Tug
Tug,Tug
Tug,Tug
Tug,Tug
Tug,Tug
Tug,Tug
Tug,Tug
Tug,Tug
Tug,Tug
Tug,Tug
Special Craft,Special Craft
Tug,Tanker
Special Craft,Special Craft
Tug,Tug
Tug,Tanker
Tug,Tug
Tug,Tug
Special Craft,Special Craft
Tug,Tug
Special Craft,Special Craft
Tug,Tanker
Tug,Tug
Special Craft,Special Craft
Special Craft,Special Craft
Tug,Tug
Special Craft,Special Craft
Tug,Tug
Tug,Tug
Tug,Tanker
Special Craft,Special Craft
Tug,Tanker
Tug,Tanker
Tug,Tug
Special Craft,Special Craft
Tug,Tanker
Tug,Tanker
Special Craft,Special Craft
Tug,Tanker
Tug,Special Craft
Cargo,Cargo
Tug,Tug
Special Craft,Special Craft
Tug,Tug
Tug,Tug
Special Craft,Special Craft
Tug,Tug
Special Craft,Special Craft
Cargo,Cargo
Tug,Tanker
Tug,Tug
Special Craft,Special Craft
Cargo,Cargo
Tug,Tug
Special Craft,Special Craft
Tug,Tug
Tug,Tug
Tug,Tanker
Special Craft,Special Craft
Tug,Tanker
Special Craft,Special Craft
Cargo,Cargo
Tug,Tanker
Cargo,Cargo
Tug,Tug
Tug,Tug
Tug,Tug
Cargo,Cargo
Tug,Tanker
Special Craft,Special Craft
Special Craft,Special Craft
Tug,Tug
Tug,Special Craft
Tug,Tanker
Special Craft,Special Craft
Tug,Special Craft
Tug,Tug
Tug,Tug
Tug,Tug
Cargo,Tanker
Cargo,Cargo
Tug,Tanker
Tug,Tanker
Tug,Tanker
Cargo,Cargo
Tug,Tug
Special Craft,Special Craft
Tanker,Cargo
Tug,Tanker
Special Craft,Special Craft
Cargo,Cargo
Tug,Tanker
Tug,Tanker
Tanker,Cargo
Special Craft,Special Craft
Tug,Tug
Cargo,Cargo
Tug,Tug
Special Craft,Special Craft
Tug,Tanker
Tug,Tug
Tug,Tanker
Tug,Tanker
Tug,Tug
Special Craft,Special Craft
Tug,Tug
Tug,Tanker
Cargo,Cargo
Cargo,Cargo
Tanker,Cargo
Cargo,Cargo
Special Craft,Special Craft
Tug,Tanker
Special Craft,Special Craft
Tanker,Cargo
Cargo,Cargo
Tug,Tanker
Tug,Tug
Cargo,Cargo
Cargo,Cargo
Tug,Tug
Cargo,Cargo
Tug,Tug
Tug,Tug
Tug,Tug
Tug,Tug
Tug,Special Craft
Special Craft,Special Craft
Tug,Tanker
Tanker,Cargo
Tanker,Cargo
Tug,Tug
Tug,Tug
Tanker,Cargo
Tanker,Cargo
Tanker,Cargo
Tanker,Cargo
Tug,Tanker
Tug,Tug
Tug,Tug
Tug,Tug
Cargo,Cargo
Tug,Tug
Cargo,Cargo
Special Craft,Special Craft
Tug,Tug
Cargo,Tanker
Tug,Tanker
Special Craft,Special Craft
Cargo,Tanker
Tug,Tug
Cargo,Cargo
Tug,Tanker
Cargo,Tanker
Special Craft,Special Craft
Cargo,Tanker
Tug,Cargo
Tug,Tug
Cargo,Tanker
Tug,Tanker
Cargo,Tanker
Special Craft,Special Craft
Cargo,Cargo
Cargo,Cargo
Tug,Tanker
Special Craft,Special Craft
Tug,Tanker
Special Craft,Special Craft
Cargo,Cargo
Tug,Tug
Tug,Tanker
Cargo,Cargo
Tug,Tug
Cargo,Cargo
Tug,Tug
Special Craft,Special Craft
Cargo,Tanker
Tug,Tug
Special Craft,Special Craft
Tug,Tanker
Tug,Tug
Tug,Tug
Cargo,Tanker
Special Craft,Special Craft
Cargo,Cargo
Cargo,Cargo
Tug,Special Craft
Cargo,Cargo
Cargo,Cargo
Tug,Tug
Tug,Tanker
Cargo,Cargo
Cargo,Cargo
Cargo,Cargo
Special Craft,Special Craft
Tug,Tanker
Cargo,Cargo
Special Craft,Special Craft
Cargo,Cargo
Cargo,Cargo
Tug,Tanker
Special Craft,Special Craft
Tug,Tug
Tug,Tug
Cargo,Cargo
Cargo,Cargo
Tug,Tug
Tug,Tanker
Special Craft,Special Craft
Tug,Tanker
Cargo,Cargo
Tug,Tug
Tug,Tanker
Cargo,Cargo
Cargo,Cargo
Tug,Tanker
Tug,Tug
Tug,Tanker
Tug,Tug
Tug,Tanker
Tug,Tug
Tug,Tanker
Tug,Tug
Cargo,Cargo
Cargo,Cargo
Tug,Tug
Tug,Tanker
Tug,Tug
Tug,Tanker
Tug,Tug
Tug,Tug
Tug,Tug
Tug,Tug
Cargo,Cargo
Special Craft,Special Craft
Cargo,Cargo
Tug,Tug
Tug,Tanker
Cargo,Cargo
Tug,Tug
Cargo,Cargo
Tug,Tug
Tug,Tug
Tug,Tug
Tug,Tug
Special Craft,Special Craft
Tug,Tug
Special Craft,Special Craft
Tug,Special Craft
Tug,Tug
Tug,Special Craft
Special Craft,Special Craft
Cargo,Cargo
Tug,Tanker
Tug,Tug
Cargo,Cargo
Tug,Tug
Tug,Tug
Tug,Special Craft
Cargo,Cargo
Tug,Tanker
Tug,Special Craft
Tug,Tanker
Tug,Tug
Tug,Tug
Tug,Tanker
Special Craft,Special Craft
Cargo,Cargo
Special Craft,Special Craft
Tug,Tug
Tug,Tanker
Cargo,Cargo
Special Craft,Special Craft
Cargo,Cargo
Cargo,Cargo
Cargo,Tanker
Tug,Tug
Tug,Tug
Tug,Tanker
Tug,Tug
Tug,Tug
Special Craft,Special Craft
Cargo,Cargo
Tug,Tanker
Special Craft,Special Craft
Tug,Tug
Tug,Tanker
Tug,Tanker
Tug,Tanker
Tug,Tug
Special Craft,Special Craft
Tug,Tug
Tug,Tug
Special Craft,Special Craft
Tug,Tug
Special Craft,Special Craft
Tug,Tug
Tug,Tanker
Special Craft,Special Craft
Tug,Tug
Special Craft,Special Craft
Tug,Tug
Tug,Tug
Tug,Tanker
Special Craft,Special Craft
Tug,Tanker
Tug,Special Craft
Tug,Tanker
Tug,Tanker
Tug,Tug
Tug,Tug
Special Craft,Special Craft
Tug,Tug
Special Craft,Special Craft
Tug,Tanker
Tug,Tug
Tug,Tanker
Tug,Tug
Tug,Tanker
Tug,Tanker
Passenger,Passenger
Passenger,Passenger
Tug,Tug
Passenger,Passenger
Special Craft,Special Craft
Tug,Tanker
Tug,Tanker
Tug,Tanker
Tug,Tug
Tug,Tanker
Passenger,Passenger
Special Craft,Special Craft
Tug,Tanker
Tug,Tug
Passenger,Passenger
Tug,Tanker
Special Craft,Special Craft
Tug,Tug
Tug,Tanker
Tug,Tug
Tug,Tanker
Tug,Tanker
Tug,Tanker
Tug,Tanker
Special Craft,Special Craft
Tug,Tanker
Tug,Tug
Tug,Tug
Special Craft,Special Craft
Tug,Tug
Tug,Tanker
Passenger,Passenger
Special Craft,Special Craft
Tug,Tug
Tug,Tug
Tug,Tug
Tug,Special Craft
Tug,Tug
Passenger,Cargo
Tug,Tanker
Tug,Tug
Tug,Tug
Tug,Tanker
Tug,Passenger
Tug,Tanker
Tug,Tanker
Tug,Tug
Tug,Special Craft
Tanker,Cargo
Tug,Tanker
Tug,Tug
Tug,Special Craft
Tug,Tanker
Tug,Special Craft
Tug,Tanker
Tug,Tug
Tug,Tanker
Tug,Tug
Tug,Tanker
Tug,Special Craft
Tug,Cargo
Tug,Tanker
Tug,Tug
Tug,Tanker
Tug,Tanker
Tug,Tug
Tug,Search and Rescue
Tug,Tanker
Tug,Tanker
Tug,Tug
Tug,Tanker
Tug,Tug
Tug,Special Craft
Tug,Tanker
Tug,Special Craft
Tanker,Cargo
Tanker,Cargo
Tug,Tanker
Tug,Tanker
Tug,Tug
Tug,Special Craft
Tug,Tug
Tug,Search and Rescue
Tug,Tug
Tug,Tanker
Tug,Tug
Tug,Tug
Tug,Tug
Tug,Tanker
Tug,Tug
Tug,Tanker
Tanker,Cargo
Tug,Tanker
Tanker,Cargo
Tug,Tug
Tug,Tanker
Tug,Special Craft
Tanker,Cargo
Tug,Tug
Tanker,Cargo
Cargo,Cargo
Tug,Special Craft
Special Craft,Special Craft
Tug,Tanker
Tug,Tug
Special Craft,Special Craft
Tug,Tanker
Cargo,Cargo
Tug,Tug
Tug,Tug
Tug,Tug
Cargo,Cargo
Special Craft,Special Craft
Tug,Tug
Tug,Tug
Tug,Special Craft
Tug,Tug
Cargo,Tanker
Special Craft,Special Craft
Tug,Tanker
Tug,Tug
Tug,Tug
Cargo,Tanker
Tug,Tanker
Tug,Tug
Special Craft,Special Craft
Tug,Tug
Tug,Tanker
Cargo,Cargo
Tug,Tanker
Tug,Tug
Cargo,Tanker
Tug,Tug
Cargo,Tanker
Cargo,Tanker
Tug,Tanker
Tug,Tanker
Tug,Tug
Tug,Tanker
Tug,Tug
Tug,Tug
Tug,Search and Rescue
Tug,Tug
Tug,Tanker
Tug,Tanker
Cargo,Tanker
Tug,Search and Rescue
Cargo,Tanker
Tug,Special Craft
Tug,Tug
Tug,Tanker
Tug,Tanker
Cargo,Tanker
Tug,Search and Rescue
Tug,Tanker
Cargo,Tanker
Tug,Tanker
Tug,Tug
Tug,Tug
Cargo,Tanker
Tug,Search and Rescue
Tug,Tug
Tug,Tanker
Cargo,Tanker
Cargo,Tanker
Tug,Tug
Tug,Tanker
Cargo,Tanker
Tug,Tug
Cargo,Tanker
Tug,Tanker
Tug,High-Speed Craft
Tug,Tug
Cargo,Tanker
Cargo,Tanker
Tug,Tug
Cargo,Tanker
Tanker,Cargo
Tug,Tug
Tug,Tanker
Tug,Tug
Cargo,Tanker
Cargo,Tanker
Cargo,Tanker
Cargo,Tanker
Cargo,Tanker
Cargo,Tanker
Cargo,Tanker
Cargo,Tanker
Tug,Tug
Tug,Tanker
Tug,Tug
Tug,Tanker
Tug,Search and Rescue
Cargo,Tanker
Tug,Tug
Tug,Tanker
Tug,Special Craft
Cargo,Cargo
Tug,Tanker
Cargo,Tanker
Tug,Tanker
Tug,Tug
Tug,Special Craft
Cargo,Cargo
Tug,Tug
Tug,Tanker
Tug,Search and Rescue
Cargo,Tanker
Tug,Search and Rescue
Tug,Tug
Tug,Special Craft
Cargo,Tanker
Cargo,Tanker
Tug,Tug
Tug,Special Craft
Cargo,Tanker
Cargo,Cargo
Tug,Special Craft
Tug,Tanker
Cargo,Cargo
Cargo,Tanker
Tug,Tug
Cargo,Tanker
Tug,Tanker
Tug,Special Craft
Tug,Tanker
Cargo,Tanker
Tug,Tug
Cargo,Tanker
Cargo,Cargo
Tug,Tug
Tug,Tanker
Tug,Tanker
Tug,Tanker
Cargo,Tanker
Tug,Tanker
Cargo,Cargo
Cargo,Tanker
Tug,Search and Rescue
Cargo,Cargo
Cargo,Tanker
Tug,Tug
Tug,Tug
Tug,Search and Rescue
Cargo,Cargo
Tug,Search and Rescue
Tug,Tanker
Tug,Tug
Tug,Tug
Tug,Tug
Cargo,Tanker
Tug,Search and Rescue
Tug,Tug
Tug,Tug
Tug,Tug
Tug,Tug
Cargo,Cargo
Tug,Tug
Tug,Tug
Cargo,Tanker
Tug,Tug
Cargo,Cargo
Cargo,Cargo
Tug,Tug
Cargo,Tanker
Tug,Tug
Cargo,Tanker
Cargo,Cargo
Cargo,Tanker
Tug,Tug
Cargo,Cargo
Cargo,Cargo
Tug,Tanker
Tug,Tug
Tug,Tanker
Cargo,Cargo
Tug,Tug
Tug,Tug
Tug,Tanker
Tug,Tug
Cargo,Cargo
Tug,Tug
Tanker,Cargo
Tug,Tanker
Tug,Special Craft
Tug,Tanker
Tug,Search and Rescue
Tug,Tug
Tug,Search and Rescue
Tug,Tanker
Cargo,Cargo
Tug,Tug
Cargo,Cargo
Cargo,Tanker
Tug,Tug
Tug,Tanker
Tanker,Cargo
Tug,Tug
Tug,Tug
Cargo,Cargo
Tanker,Cargo
Tug,Tug
Cargo,Cargo
Tanker,Cargo
Tug,Tug
Tanker,Cargo
Tug,Tanker
Tug,Tug
Tug,Tug
Cargo,Cargo
Tug,Tug
Tug,Tanker
Tug,Tug
Cargo,Cargo
Tug,Tug
Tug,Tanker
Tug,Tug
Cargo,Cargo
Tug,Tanker
Tug,Special Craft
Tug,Special Craft
Cargo,Tanker
Tug,Search and Rescue
Tug,Tanker
Tug,Tanker
Cargo,Tanker
Tug,Tug
Cargo,Tanker
Tug,Passenger
Tug,Tug
Tug,Search and Rescue
Tug,Tanker
Cargo,Cargo
Tug,Tug
Tug,Tanker
Cargo,Passenger
Tug,Tug
Cargo,Cargo
Tug,Tug
Cargo,Cargo
Cargo,Cargo
Tug,Tug
Tug,Tug
Cargo,Cargo
Tug,Tug
Cargo,Cargo
Tug,Tug
Cargo,Cargo
Tug,High-Speed Craft
Tug,Tug
Cargo,Cargo
Tug,Tug
Tug,Tug
Tug,Tanker
Cargo,Cargo
Tug,Tug
Tug,Tug
Tug,Tug
Tug,Tug
Tanker,Tanker
Tug,Tug
Tug,Tug
Cargo,Cargo
Tug,Tug
Cargo,Cargo
Tug,Tug
Passenger,Cargo
Tug,Tug
Cargo,Cargo
Tanker,Tanker
Passenger,Cargo
Passenger,Cargo
Cargo,Cargo
Tug,Tug
Cargo,Cargo
Tug,Tug
Cargo,Cargo
Tanker,Tanker
Tug,Tug
Cargo,Cargo
Cargo,Cargo
Tanker,Tanker
Cargo,Cargo
Tug,Tug
Tug,Tug
Cargo,Cargo
Cargo,Cargo
Tug,Tug
Cargo,Cargo
Tug,Tug
Cargo,Cargo
Tanker,Tanker
Tug,Tug
Tug,Tug
Tanker,Tanker
Tug,Tug
Tug,Tug
Cargo,Cargo
Tug,Tug
Tanker,Tanker
Cargo,Cargo
Tanker,Tanker
Cargo,Tanker
Tanker,Tanker
Cargo,Cargo
Tug,Tug
Tanker,Tanker
Cargo,Cargo
Tug,Tanker
Tanker,Tanker
Tanker,Tanker
Cargo,Tanker
Tug,Special Craft
Tanker,Tanker
Tanker,Tanker
Tug,Special Craft
Cargo,Cargo
Tug,Passenger
Tanker,Tanker
Cargo,Cargo
Tug,Tug
Tug,Tanker
Tug,Tug
Tug,Tug
Tanker,Tanker
Cargo,Cargo
Tanker,Tanker
Tug,Cargo
Tug,Tug
Tug,Tug
Tug,Tug
Cargo,Cargo
Tanker,Tanker
Cargo,Cargo
Tanker,Tanker
Cargo,Cargo
Tug,Tug
Tanker,Tanker
Tug,Special Craft
Cargo,Cargo
Tug,Tug
Tanker,Tanker
Tug,Tug
Tug,Tug
Tug,Tug
Cargo,Tanker
Cargo,Cargo
Tug,Tug
Tug,Tug
Tug,Tug
Tug,Tug
Cargo,Cargo
Tanker,Tanker
Tug,Tug
Tug,Special Craft
Tug,Tanker
Cargo,Cargo
Tug,Tug
Tug,Tug
Cargo,Cargo
Tug,Tug
Tug,Tug
Cargo,Cargo
Tug,Tug
Tug,Tug
Cargo,Tanker
Tug,Tug
Tug,Tug
Tug,Tug
Tug,Tug
Cargo,Cargo
Tug,Tug
Cargo,Tanker
Tug,Tug
Cargo,Cargo
Tug,Tug
Cargo,Cargo
Cargo,Cargo
Tug,Special Craft
Cargo,Cargo
Tug,Tug
Cargo,Cargo
Tug,Tug
Tug,Tanker
Cargo,Tanker
Cargo,Cargo
Cargo,Cargo
Tug,Tanker
Tug,Tug
Tug,Tanker
Cargo,Cargo
Tug,Tug
Cargo,Tanker
Tug,Tug
Tanker,Cargo
Tug,Tug
Tug,Tug
Cargo,Tanker
Special Craft,Special Craft
Cargo,Cargo
Special Craft,Special Craft
Cargo,Cargo
Tug,Tug
Cargo,Cargo
Tug,Tug
Cargo,Cargo
Tug,Tug
Tug,Tug
Tug,Tanker
Cargo,Tanker
Tug,Tug
Cargo,Tanker
Cargo,Cargo
Special Craft,Special Craft
Tug,Tug
Tug,Tug
Tug,Tug
Special Craft,Special Craft
Tug,Tug
Special Craft,Special Craft
Cargo,Tanker
Cargo,Cargo
Cargo,Tanker
Tug,Passenger
Cargo,Tanker
Tug,Tug
Cargo,Cargo
Tug,Tug
Tug,Special Craft
Cargo,Cargo
Tanker,Tanker
Tug,Tug
Tug,Special Craft
Tanker,Tanker
Tanker,Cargo
Cargo,Cargo
Cargo,Cargo
Tanker,Cargo
Tanker,Cargo
Tug,Tug
Tug,Tug
Tug,Tug
Tug,Tug
Tug,Tug
Tug,Tug
Tug,Tug
Tug,Tug
Tug,Tug
Tug,Tug
Tug,Cargo
Cargo,Cargo
Tug,Tug
Tug,Tug
Tug,Tug
Tanker,Cargo
Tug,Tug
Tug,Tug
Tug,Tug
Tug,Tug
Tug,Tug
Tug,Tug
Tug,Tug
Tug,Tug
Cargo,Cargo
Tug,Tug
Tug,Tug
Tug,Tug
Cargo,Cargo
Tug,Tug
Cargo,Cargo
Other,Cargo
Tug,Tug
Tug,Tug
Tanker,Cargo
Tug,Tug
Tug,Tug
Tug,Special Craft
Tug,Tug
Cargo,Passenger
Tug,Tanker
Tanker,Cargo
Tug,Tug
Cargo,Cargo
Tug,Tug
Tug,Tug
Tug,Tug
Tug,Tug
Tug,Tug
Tug,Tug
Cargo,Cargo
Cargo,Cargo
Tug,Tug
Tug,Tug
Cargo,Cargo
Cargo,Cargo
Tug,Tug
Cargo,Cargo
Cargo,Cargo
Cargo,Cargo
Tug,Tug
Tug,Tug
Tug,Tug
Cargo,Cargo
Tug,Special Craft
Tug,Tug
Cargo,Cargo
Tug,Tug
Special Craft,Cargo
Tug,Tug
Cargo,Cargo
Cargo,Tanker
Tug,Tug
Cargo,Cargo
Cargo,Cargo
Tug,Special Craft
Cargo,Cargo
Cargo,Cargo
Tug,Tug
Cargo,Tanker
Special Craft,Cargo
Tug,Tanker
Tanker,Cargo
Tug,Tug
Cargo,Cargo
Cargo,Tanker
Tug,Tug
Cargo,Tanker
Special Craft,High-Speed Craft
Tug,Tug
Tug,Tanker
Tug,Tug
Special Craft,High-Speed Craft
Cargo,Cargo
Cargo,Cargo
Passenger,Cargo
Special Craft,High-Speed Craft
Tug,Tug
Special Craft,High-Speed Craft
Tug,Tug
Tug,Tug
Special Craft,High-Speed Craft
Tug,Tug
Special Craft,High-Speed Craft
Passenger,Passenger
Tug,Tug
Tug,Tug
Special Craft,High-Speed Craft
Special Craft,High-Speed Craft
Tug,Tug
Tug,Tug
Special Craft,High-Speed Craft
Special Craft,High-Speed Craft
Tug,Tug
Cargo,Cargo
Cargo,Cargo
Tug,Tug
Tug,Tug
Cargo,Cargo
Tug,Tug
Tanker,Cargo
Special Craft,High-Speed Craft
Tug,Tug
Tanker,Cargo
Tug,Tug
Tug,Tug
Tug,Tug
Tug,Special Craft
Special Craft,High-Speed Craft
Special Craft,High-Speed Craft
Passenger,Passenger
Special Craft,High-Speed Craft
Cargo,Cargo
Tug,Tug
Special Craft,High-Speed Craft
Special Craft,High-Speed Craft
Passenger,Passenger
Special Craft,High-Speed Craft
Tug,Tug
Tug,Passenger
Special Craft,High-Speed Craft
